chiN,fA,tau,density_profile,density_image,normalized_fft,dot_product_vector,dot_cluster
25.326101,0.358974,0.66,[0.94542117 0.94307139 0.93560255 ... 0.92746642 0.93816394 0.94307139],"[[0.94542117 0.94307139 0.93560255 ... 0.92164803 0.93560255 0.94307139]
 [0.94307139 0.94307139 0.93816394 ... 0.90900782 0.92746642 0.93816394]
 [0.93560255 0.93816394 0.93560255 ... 0.88736896 0.91229786 0.92746642]
 ...
 [0.92164803 0.90900782 0.88736896 ... 0.92164803 0.92746642 0.92746642]
 [0.93560255 0.92746642 0.91229786 ... 0.92746642 0.93560255 0.93816394]
 [0.94307139 0.93816394 0.92746642 ... 0.92746642 0.93816394 0.94307139]]","[[ 7.88372893e-01+0.00000000e+00j  2.49230594e-01+1.22673752e-18j
  -1.58680760e-02+6.17630077e-19j ... -7.29103321e-03-4.39097422e-18j
  -1.58680760e-02+6.97629981e-19j  2.49230594e-01-1.54344307e-18j]
 [ 2.49230594e-01-2.90387966e-18j  1.09736703e-02-1.76175771e-18j
  -1.60655492e-02+3.62780441e-19j ... -1.60655492e-02-2.39843733e-19j
   1.09736703e-02-1.08630898e-19j  2.49230594e-01-7.42845902e-18j]
 [-1.58680760e-02+4.32071651e-19j -1.60655492e-02-1.08660562e-18j
   5.67771512e-04-2.40671321e-19j ... -1.60655492e-02+1.17612813e-19j
  -1.58680760e-02+5.92402883e-19j  1.09736703e-02+1.56145618e-18j]
 ...
 [-7.29103321e-03-1.05353234e-17j -1.60655492e-02-2.64606412e-19j
  -1.60655492e-02+2.72363222e-19j ... -2.39349032e-04-1.70574648e-19j
   1.67800918e-03-1.76391572e-19j  1.66010352e-03-1.51062694e-17j]
 [-1.58680760e-02+4.70113226e-19j  1.09736703e-02+6.69101867e-19j
  -1.58680760e-02+5.29329353e-19j ...  1.67800918e-03-7.69258286e-19j
   5.67771512e-04-2.17302640e-19j -1.60655492e-02-1.23805158e-18j]
 [ 2.49230594e-01+1.49009863e-18j  2.49230594e-01+6.95735370e-18j
   1.09736703e-02+2.69094989e-19j ...  1.66010352e-03-4.02658092e-18j
  -1.60655492e-02+8.69690545e-19j  1.09736703e-02-3.94723422e-19j]]",[0.97603659 0.69456961 0.89776132 0.7017452  0.78837289],2
22.808361,0.424107,0.666667,[0.94553078 0.94362364 0.93763226 ... 0.93121436 0.93967538 0.94362364],"[[0.94553078 0.94362364 0.93763226 ... 0.92668542 0.93763226 0.94362364]
 [0.94362364 0.94362364 0.93967538 ... 0.91698902 0.93121436 0.93967538]
 [0.93763226 0.93967538 0.93763226 ... 0.90073269 0.91949484 0.93121436]
 ...
 [0.92668542 0.91698902 0.90073269 ... 0.92668542 0.93121436 0.93121436]
 [0.93763226 0.93121436 0.91949484 ... 0.93121436 0.93763226 0.93967538]
 [0.94362364 0.93967538 0.93121436 ... 0.93121436 0.93967538 0.94362364]]","[[ 8.41359291e-01+0.00000000e+00j  2.18577978e-01+1.73700269e-18j
  -2.41321385e-02+3.66941018e-19j ... -1.57358575e-03-4.29990295e-18j
  -2.41321385e-02+3.56336976e-19j  2.18577978e-01-3.71732463e-18j]
 [ 2.18577978e-01+2.50370531e-18j -9.42347509e-03-2.57384048e-19j
  -1.02175422e-02-3.70159065e-19j ... -1.02175422e-02+1.25082043e-18j
  -9.42347509e-03-2.18311016e-19j  2.18577978e-01-7.98784683e-18j]
 [-2.41321385e-02+2.30676777e-19j -1.02175422e-02+7.24698520e-19j
   2.70003179e-03-1.92519572e-19j ... -1.02175422e-02+1.15841299e-18j
  -2.41321385e-02+8.08941721e-19j -9.42347509e-03+1.50650278e-18j]
 ...
 [-1.57358575e-03-4.93835027e-18j -1.02175422e-02-3.54886357e-20j
  -1.02175422e-02+4.72438045e-19j ... -3.79014149e-04+1.69032833e-18j
   4.75584986e-04+4.84369397e-19j  2.78821157e-03-1.00868099e-17j]
 [-2.41321385e-02+9.48016504e-20j -9.42347509e-03+7.82805323e-19j
  -2.41321385e-02+8.43652077e-19j ...  4.75584986e-04+1.26339189e-18j
   2.70003179e-03-2.19318508e-19j -1.02175422e-02+1.77014756e-19j]
 [ 2.18577978e-01-3.02966268e-18j  2.18577978e-01+5.00475849e-18j
  -9.42347509e-03+1.19468805e-19j ...  2.78821157e-03-3.99649503e-18j
  -1.02175422e-02-3.82705355e-20j -9.42347509e-03+3.29143108e-18j]]",[0.98142209 0.76318058 0.93523778 0.77039497 0.84135929],2
23.698687,0.461538,0.568966,[0.96932209 0.9682516  0.96490977 ... 0.96135396 0.96604624 0.9682516 ],"[[0.96932209 0.9682516  0.96490977 ... 0.95885334 0.96490977 0.9682516 ]
 [0.9682516  0.9682516  0.96604624 ... 0.95350124 0.96135396 0.96604624]
 [0.96490977 0.96604624 0.96490977 ... 0.94447266 0.95488374 0.96135396]
 ...
 [0.95885334 0.95350124 0.94447266 ... 0.95885334 0.96135396 0.96135396]
 [0.96490977 0.96135396 0.95488374 ... 0.96135396 0.96490977 0.96604624]
 [0.9682516  0.96604624 0.96135396 ... 0.96135396 0.96604624 0.9682516 ]]","[[ 8.29639265e-01+0.00000000e+00j  2.21664987e-01-3.90196508e-19j
  -3.96575491e-02+8.38339284e-19j ...  4.59521310e-03-5.86491157e-18j
  -3.96575491e-02+5.91016765e-19j  2.21664987e-01-1.11868577e-18j]
 [ 2.21664987e-01+4.19459478e-18j -3.18542454e-02-1.11808694e-18j
  -7.25155378e-03-4.36101339e-19j ... -7.25155378e-03-1.77844422e-19j
  -3.18542454e-02+1.65931091e-18j  2.21664987e-01+8.66154780e-18j]
 [-3.96575491e-02+1.43697353e-18j -7.25155378e-03+1.62275900e-18j
   6.26256731e-03-2.26032677e-20j ... -7.25155378e-03+6.99243736e-19j
  -3.96575491e-02+1.44658005e-18j -3.18542454e-02+1.36682436e-18j]
 ...
 [ 4.59521310e-03-5.25490806e-18j -7.25155378e-03+7.49634025e-19j
  -7.25155378e-03+8.40846075e-19j ... -4.97400939e-04+7.21702891e-19j
  -1.07776216e-03-1.15155445e-18j  5.07609762e-03-6.99859670e-18j]
 [-3.96575491e-02+9.07167979e-19j -3.18542454e-02-4.09484428e-19j
  -3.96575491e-02+1.84360315e-18j ... -1.07776216e-03-7.62456601e-20j
   6.26256731e-03-6.52757476e-20j -7.25155378e-03+1.22820814e-18j]
 [ 2.21664987e-01-4.41689227e-18j  2.21664987e-01-5.83715160e-18j
  -3.18542454e-02+1.78993144e-18j ...  5.07609762e-03-5.74931070e-18j
  -7.25155378e-03+1.93326509e-19j -3.18542454e-02-7.07493137e-19j]]",[0.99140887 0.78596299 0.9384515  0.78269376 0.82963927],2
22.138511,0.410714,0.985075,[0.99908291 0.99898702 0.99866317 ... 0.99827939 0.99877694 0.99898702],"[[0.99908291 0.99898702 0.99866317 ... 0.99798207 0.99866317 0.99898702]
 [0.99898702 0.99898702 0.99877694 ... 0.99727074 0.99827939 0.99877694]
 [0.99866317 0.99877694 0.99866317 ... 0.99582266 0.99746824 0.99827939]
 ...
 [0.99798207 0.99727074 0.99582266 ... 0.99798207 0.99827939 0.99827939]
 [0.99866317 0.99827939 0.99746824 ... 0.99827939 0.99866317 0.99877694]
 [0.99898702 0.99877694 0.99827939 ... 0.99827939 0.99877694 0.99898702]]","[[ 0.73098837+0.00000000e+00j  0.26682279+2.38592507e-19j
  -0.05597366+1.28853483e-18j ... -0.00501532-6.62179469e-18j
  -0.05597366+1.28052719e-18j  0.26682279-2.55418523e-18j]
 [ 0.26682279+3.04653140e-18j -0.01872824-3.20607428e-18j
  -0.02924786-8.31796790e-19j ... -0.02924786+1.70987490e-18j
  -0.01872824-6.16209920e-19j  0.26682279-5.14546165e-18j]
 [-0.05597366+1.12484952e-18j -0.02924786-2.61531523e-18j
   0.01705156-1.85173736e-19j ... -0.02924786+2.60306144e-18j
  -0.05597366+2.33987316e-18j -0.01872824-2.03050844e-18j]
 ...
 [-0.00501532-4.34027443e-18j -0.02924786+1.13644855e-18j
  -0.02924786+1.57784073e-18j ... -0.00618582+2.78932869e-18j
   0.00200877-1.28204869e-19j  0.01682208-5.20486160e-18j]
 [-0.05597366+1.24685854e-18j -0.01872824+5.56557758e-18j
  -0.05597366+2.84020862e-18j ...  0.00200877+2.42231459e-18j
   0.01705156-1.62615456e-19j -0.02924786+3.74275261e-18j]
 [ 0.26682279-4.18020701e-18j  0.26682279+6.37562029e-18j
  -0.01872824+3.77543965e-19j ...  0.01682208-4.23062103e-18j
  -0.02924786+2.39086761e-18j -0.01872824+9.49236223e-19j]]",[0.98890539 0.69347659 0.86889137 0.680909   0.73098837],2
20.60377,0.443299,0.828125,[0.96154104 0.95962178 0.95346614 ... 0.94668318 0.95558594 0.95962178],"[[0.96154104 0.95962178 0.95346614 ... 0.94179157 0.95346614 0.95962178]
 [0.95962178 0.95962178 0.95558594 ... 0.93108216 0.94668318 0.95558594]
 [0.95346614 0.95558594 0.95346614 ... 0.91256547 0.933883   0.94668318]
 ...
 [0.94179157 0.93108216 0.91256547 ... 0.94179157 0.94668318 0.94668318]
 [0.95346614 0.94668318 0.933883   ... 0.94668318 0.95346614 0.95558594]
 [0.95962178 0.95558594 0.94668318 ... 0.94668318 0.95558594 0.95962178]]","[[ 8.70740795e-01+0.00000000e+00j  1.99025108e-01+1.94193862e-18j
  -1.59352579e-02+3.83042824e-20j ... -5.28353475e-03-4.70663865e-18j
  -1.59352579e-02+3.34762885e-19j  1.99025108e-01-1.13334791e-18j]
 [ 1.99025108e-01-2.30547798e-19j  9.06702506e-03+3.87119636e-18j
  -1.25328006e-02-3.69707319e-19j ... -1.25328006e-02-6.01902737e-20j
   9.06702506e-03-2.52613964e-19j  1.99025108e-01-5.48238611e-19j]
 [-1.59352579e-02+2.12517704e-19j -1.25328006e-02+3.92376413e-18j
   8.43124484e-04-5.50337062e-19j ... -1.25328006e-02+1.33164119e-18j
  -1.59352579e-02-1.31659627e-19j  9.06702506e-03-2.58098611e-18j]
 ...
 [-5.28353475e-03-2.11384961e-18j -1.25328006e-02-3.62932276e-18j
  -1.25328006e-02+9.86903490e-19j ... -2.04498134e-04+2.29543079e-19j
   1.14043103e-03-6.58127547e-20j  1.48057706e-03-2.74768618e-18j]
 [-1.59352579e-02+4.16844714e-19j  9.06702506e-03-1.27785587e-18j
  -1.59352579e-02-1.76827532e-19j ...  1.14043103e-03-4.16241897e-20j
   8.43124484e-04-5.56962570e-19j -1.25328006e-02-1.98854196e-19j]
 [ 1.99025108e-01+8.46141543e-19j  1.99025108e-01+1.38951959e-19j
   9.06702506e-03-2.89713105e-19j ...  1.48057706e-03-4.32275413e-18j
  -1.25328006e-02-2.59374746e-20j  9.06702506e-03-3.02810248e-19j]]",[0.96534205 0.76217106 0.9374896  0.77802088 0.8707408 ],2
31.993937,0.529412,0.705882,[0.99448396 0.99414397 0.99306994 ... 0.99191118 0.99343713 0.99414397],"[[0.99448396 0.99414397 0.99306994 ... 0.99108877 0.99306994 0.99414397]
 [0.99414397 0.99414397 0.99343713 ... 0.98931587 0.99191118 0.99343713]
 [0.99306994 0.99343713 0.99306994 ... 0.98630013 0.98977605 0.99191118]
 ...
 [0.99108877 0.98931587 0.98630013 ... 0.99108877 0.99191118 0.99191118]
 [0.99306994 0.99191118 0.98977605 ... 0.99191118 0.99306994 0.99343713]
 [0.99414397 0.99343713 0.99191118 ... 0.99191118 0.99343713 0.99414397]]","[[ 0.82936392+0.00000000e+00j  0.21055669+1.40224225e-18j
  -0.05840671+2.16503085e-18j ...  0.01663425-5.78685829e-18j
  -0.05840671+2.46070280e-18j  0.21055669-5.95461675e-19j]
 [ 0.21055669+2.80056059e-18j -0.06097776+2.64788261e-18j
   0.005637  -3.25846498e-19j ...  0.005637  +2.47946737e-18j
  -0.06097776+4.79155639e-19j  0.21055669-1.00253730e-17j]
 [-0.05840671+1.15114817e-18j  0.005637  +5.53605607e-19j
   0.00833084-8.66592675e-19j ...  0.005637  -1.64222663e-19j
  -0.05840671+2.62317635e-18j -0.06097776+5.02395276e-18j]
 ...
 [ 0.01663425-4.84772178e-18j  0.005637  -1.46436711e-18j
   0.005637  +1.89529274e-19j ...  0.00163747-6.77512580e-19j
  -0.00535727+1.10787294e-18j  0.00416428+3.21353309e-18j]
 [-0.05840671+1.02406435e-18j -0.06097776-7.63554459e-19j
  -0.05840671+2.33194209e-18j ... -0.00535727+1.33096643e-18j
   0.00833084-3.80116466e-19j  0.005637  -2.03145557e-18j]
 [ 0.21055669-1.65408293e-18j  0.21055669+1.36558856e-17j
  -0.06097776+1.89600572e-18j ...  0.00416428-4.82353178e-18j
   0.005637  -8.57120325e-19j -0.06097776-5.22448700e-20j]]",[0.99175824 0.83043404 0.94633377 0.81184576 0.82936392],2
29.381852,0.391892,0.709091,[0.98077725 0.97969272 0.97623437 ... 0.97243648 0.97742281 0.97969272],"[[0.98077725 0.97969272 0.97623437 ... 0.9696934  0.97623437 0.97969272]
 [0.97969272 0.97969272 0.97742281 ... 0.96363869 0.97243648 0.97742281]
 [0.97623437 0.97742281 0.97623437 ... 0.95290402 0.96522937 0.97243648]
 ...
 [0.9696934  0.96363869 0.95290402 ... 0.9696934  0.97243648 0.97243648]
 [0.97623437 0.97243648 0.96522937 ... 0.97243648 0.97623437 0.97742281]
 [0.97969272 0.97742281 0.97243648 ... 0.97243648 0.97742281 0.97969272]]","[[ 0.76502367+0.00000000e+00j  0.25832914+3.49694164e-18j
  -0.0362244 +1.52573942e-18j ... -0.00432295-4.27449340e-18j
  -0.0362244 +1.08663141e-18j  0.25832914-2.88844706e-18j]
 [ 0.25832914-1.74441349e-18j -0.00896172-2.00305994e-18j
  -0.01996203-1.88578039e-19j ... -0.01996203-1.06360137e-18j
  -0.00896172+3.33495236e-19j  0.25832914+3.13344747e-18j]
 [-0.0362244 +5.30851543e-19j -0.01996203+4.90310579e-19j
   0.00642539-1.36646484e-19j ... -0.01996203-4.86245037e-19j
  -0.0362244 +3.48244729e-18j -0.00896172+3.03853792e-18j]
 ...
 [-0.00432295-5.20988573e-18j -0.01996203-9.88070061e-19j
  -0.01996203+1.72365264e-18j ... -0.00158614+1.94765174e-19j
   0.00159433-4.27511010e-19j  0.00695907-2.26928297e-18j]
 [-0.0362244 +1.12884963e-18j -0.00896172+3.07364084e-19j
  -0.0362244 +4.08345885e-18j ...  0.00159433-3.27061104e-19j
   0.00642539-6.17105304e-19j -0.01996203+9.67917861e-19j]
 [ 0.25832914+1.07639227e-18j  0.25832914-2.50180364e-18j
  -0.00896172+7.38022003e-19j ...  0.00695907-3.87496883e-18j
  -0.01996203+1.32039679e-18j -0.00896172+5.44911909e-18j]]",[0.98800818 0.70555009 0.89181231 0.7013238  0.76502367],2
20.251839,0.394495,0.732143,[0.86587178 0.86186719 0.84951045 ... 0.83665603 0.85368581 0.86186719],"[[0.86587178 0.86186719 0.84951045 ... 0.82782216 0.84951045 0.86186719]
 [0.86186719 0.86186719 0.85368581 ... 0.80956205 0.83665603 0.85368581]
 [0.84951045 0.85368581 0.84951045 ... 0.78085299 0.81419865 0.83665603]
 ...
 [0.82782216 0.80956205 0.78085299 ... 0.82782216 0.83665603 0.83665603]
 [0.84951045 0.83665603 0.81419865 ... 0.83665603 0.84951045 0.85368581]
 [0.86186719 0.85368581 0.83665603 ... 0.83665603 0.85368581 0.86186719]]","[[ 8.95528967e-01+0.00000000e+00j  1.80900881e-01-6.73598777e-19j
  -2.41877751e-03+2.18376839e-19j ... -3.07416445e-03-4.42818830e-18j
  -2.41877751e-03+2.51496012e-19j  1.80900881e-01+1.63200294e-18j]
 [ 1.80900881e-01+2.70880237e-18j  1.40988572e-02-1.91779263e-18j
  -5.68206992e-03-2.30917582e-19j ... -5.68206992e-03-1.25860830e-18j
   1.40988572e-02-1.14116899e-18j  1.80900881e-01-3.58661450e-18j]
 [-2.41877751e-03+7.27446900e-20j -5.68206992e-03-1.86526555e-18j
  -6.38976723e-04-1.65454160e-19j ... -5.68206992e-03-3.77689926e-19j
  -2.41877751e-03+2.08147153e-20j  1.40988572e-02-3.93075192e-18j]
 ...
 [-3.07416445e-03+7.25942430e-20j -5.68206992e-03-1.82917036e-18j
  -5.68206992e-03+5.97111483e-19j ...  3.87699105e-05-8.48579766e-19j
   2.81198288e-04-2.18364541e-19j -2.47326416e-04-2.45182762e-18j]
 [-2.41877751e-03+2.72839923e-20j  1.40988572e-02+1.62208413e-18j
  -2.41877751e-03+6.89749137e-20j ...  2.81198288e-04-3.80075309e-19j
  -6.38976723e-04-1.24426030e-19j -5.68206992e-03+1.93376405e-18j]
 [ 1.80900881e-01-2.73842577e-18j  1.80900881e-01-6.25619378e-20j
   1.40988572e-02-5.73207040e-19j ... -2.47326416e-04-3.75288848e-18j
  -5.68206992e-03+9.33757477e-20j  1.40988572e-02+3.35521861e-18j]]",[0.94983795 0.77044758 0.94634821 0.79491849 0.89552897],2
28.338116,0.244,0.675676,[0.72628427 0.717379   0.69057075 ... 0.66379468 0.69951401 0.717379  ],"[[0.72628427 0.717379   0.69057075 ... 0.6460646  0.69057075 0.717379  ]
 [0.717379   0.717379   0.69951401 ... 0.6111514  0.66379468 0.69951401]
 [0.69057075 0.69951401 0.69057075 ... 0.56086815 0.61979632 0.66379468]
 ...
 [0.6460646  0.6111514  0.56086815 ... 0.6460646  0.66379468 0.66379468]
 [0.69057075 0.66379468 0.61979632 ... 0.66379468 0.69057075 0.69951401]
 [0.717379   0.69951401 0.66379468 ... 0.66379468 0.69951401 0.717379  ]]","[[ 8.56804379e-01+0.00000000e+00j  2.01300920e-01+7.21173667e-19j
   2.82175514e-02-2.61562677e-19j ... -4.95330616e-04-5.39380101e-18j
   2.82175514e-02+4.76147067e-20j  2.01300920e-01-2.37469907e-19j]
 [ 2.01300920e-01+3.06263712e-19j  5.44670375e-02-1.28505987e-18j
   3.20060991e-03-3.35275549e-20j ...  3.20060991e-03-2.10425294e-18j
   5.44670375e-02-1.08165797e-18j  2.01300920e-01+1.43132402e-18j]
 [ 2.82175514e-02-8.11572271e-19j  3.20060991e-03+1.52004382e-20j
  -1.48953656e-03-7.52913683e-19j ...  3.20060991e-03-6.21424223e-19j
   2.82175514e-02+1.37413032e-19j  5.44670375e-02+1.28872091e-19j]
 ...
 [-4.95330616e-04-7.04555639e-18j  3.20060991e-03-1.68245260e-18j
   3.20060991e-03-2.45778277e-19j ... -8.24018588e-05-4.67815127e-19j
  -6.22020986e-04-7.24425341e-19j -1.45471087e-03-4.14533483e-18j]
 [ 2.82175514e-02-4.97266554e-19j  5.44670375e-02-2.03435768e-18j
   2.82175514e-02+5.90350549e-19j ... -6.22020986e-04-1.31411377e-18j
  -1.48953656e-03-5.69102344e-19j  3.20060991e-03-5.82463322e-19j]
 [ 2.01300920e-01-3.18506327e-18j  2.01300920e-01+2.30966156e-19j
   5.44670375e-02-2.00183840e-18j ... -1.45471087e-03-4.86847487e-18j
   3.20060991e-03+3.97566840e-19j  5.44670375e-02+2.94740755e-18j]]",[0.92489047 0.68580122 0.90714824 0.71794252 0.85680438],2
25.884938,0.433962,0.733333,[0.97481403 0.97360895 0.96977975 ... 0.96560556 0.97109297 0.97360895],"[[0.97481403 0.97360895 0.96977975 ... 0.96261455 0.96977975 0.97360895]
 [0.97360895 0.97360895 0.97109297 ... 0.95608942 0.96560556 0.97109297]
 [0.96977975 0.97109297 0.96977975 ... 0.94478368 0.95779306 0.96560556]
 ...
 [0.96261455 0.95608942 0.94478368 ... 0.96261455 0.96560556 0.96560556]
 [0.96977975 0.96560556 0.95779306 ... 0.96560556 0.96977975 0.97109297]
 [0.97360895 0.97109297 0.96560556 ... 0.96560556 0.97109297 0.97360895]]","[[ 8.16996650e-01+0.00000000e+00j  2.31382302e-01+2.96625711e-18j
  -3.46227310e-02-2.05420204e-19j ... -6.32584791e-04-4.76913990e-18j
  -3.46227310e-02+4.16848778e-19j  2.31382302e-01-1.56135999e-18j]
 [ 2.31382302e-01+6.88170007e-18j -1.60669611e-02-5.38810997e-18j
  -1.28344695e-02-9.08945885e-19j ... -1.28344695e-02-7.71814034e-20j
  -1.60669611e-02+4.29905730e-19j  2.31382302e-01-5.65298028e-18j]
 [-3.46227310e-02+2.78824792e-19j -1.28344695e-02-7.96540400e-19j
   5.36457308e-03-8.00367294e-19j ... -1.28344695e-02+9.40606529e-20j
  -3.46227310e-02+7.50428813e-19j -1.60669611e-02-1.05170288e-18j]
 ...
 [-6.32584791e-04-7.34675424e-18j -1.28344695e-02+2.33704581e-18j
  -1.28344695e-02+1.15378798e-18j ... -8.80405339e-04+6.90359952e-19j
   3.19970821e-04+9.46756433e-19j  5.17871430e-03-2.83384883e-18j]
 [-3.46227310e-02+3.64933105e-19j -1.60669611e-02+2.15096525e-18j
  -3.46227310e-02+8.09018141e-19j ...  3.19970821e-04+1.14804978e-18j
   5.36457308e-03-3.15363275e-19j -1.28344695e-02+1.94917868e-18j]
 [ 2.31382302e-01-5.43534175e-18j  2.31382302e-01+8.27779373e-18j
  -1.60669611e-02+5.70595212e-19j ...  5.17871430e-03-4.50057802e-18j
  -1.28344695e-02+2.60338329e-19j -1.60669611e-02+5.43435517e-18j]]",[0.98896104 0.75569427 0.92467149 0.75529695 0.81699665],2
32.352277,0.409091,0.836066,[0.9945112  0.99399309 0.99226981 ... 0.99026299 0.99287386 0.99399309],"[[0.9945112  0.99399309 0.99226981 ... 0.98874365 0.99226981 0.99399309]
 [0.99399309 0.99399309 0.99287386 ... 0.98520857 0.99026299 0.99287386]
 [0.99226981 0.99287386 0.99226981 ... 0.97839909 0.98616398 0.99026299]
 ...
 [0.98874365 0.98520857 0.97839909 ... 0.98874365 0.99026299 0.99026299]
 [0.99226981 0.99026299 0.98616398 ... 0.99026299 0.99226981 0.99287386]
 [0.99399309 0.99287386 0.99026299 ... 0.99026299 0.99287386 0.99399309]]","[[ 7.74648439e-01+0.00000000e+00j  2.52039499e-01-2.03043488e-19j
  -3.76683372e-02+1.91393919e-18j ... -8.22907708e-03-5.53566009e-18j
  -3.76683372e-02+1.87101497e-18j  2.52039499e-01+2.09459204e-19j]
 [ 2.52039499e-01+3.46200789e-18j  1.92140580e-04-4.78225098e-19j
  -2.58365637e-02-2.23211748e-19j ... -2.58365637e-02+5.18051592e-19j
   1.92140580e-04+7.96812324e-19j  2.52039499e-01-3.88602536e-18j]
 [-3.76683372e-02+7.26374598e-19j -2.58365637e-02-3.20449203e-18j
   7.58645460e-03-1.54444578e-18j ... -2.58365637e-02+4.06013504e-18j
  -3.76683372e-02+1.82680659e-18j  1.92140580e-04-3.46080979e-19j]
 ...
 [-8.22907708e-03-4.71097679e-18j -2.58365637e-02-8.39357339e-20j
  -2.58365637e-02+2.46102184e-18j ... -2.47522726e-03+3.89531544e-18j
   3.16503548e-03-5.47144452e-19j  8.43812697e-03+1.93863758e-18j]
 [-3.76683372e-02+4.67674058e-19j  1.92140580e-04+6.07904030e-18j
  -3.76683372e-02+1.88398385e-18j ...  3.16503548e-03+5.42651205e-19j
   7.58645460e-03-1.43666858e-18j -2.58365637e-02-1.48178916e-18j]
 [ 2.52039499e-01-1.97356183e-18j  2.52039499e-01+2.96216229e-18j
   1.92140580e-04+8.78439278e-19j ...  8.43812697e-03-5.12877228e-18j
  -2.58365637e-02+1.78012038e-18j  1.92140580e-04+3.93050594e-19j]]",[0.98407285 0.70269849 0.88963542 0.70099828 0.77464844],2
22.441887,0.4375,0.925373,[0.99614467 0.99581505 0.99471101 ... 0.99341182 0.99509936 0.99581505],"[[0.99614467 0.99581505 0.99471101 ... 0.99241775 0.99471101 0.99581505]
 [0.99581505 0.99581505 0.99509936 ... 0.99007308 0.99341182 0.99509936]
 [0.99471101 0.99509936 0.99471101 ... 0.98542432 0.99071303 0.99341182]
 ...
 [0.99241775 0.99007308 0.98542432 ... 0.99241775 0.99341182 0.99341182]
 [0.99471101 0.99341182 0.99071303 ... 0.99341182 0.99471101 0.99509936]
 [0.99581505 0.99509936 0.99341182 ... 0.99341182 0.99509936 0.99581505]]","[[ 0.80256794+0.00000000e+00j  0.236701  +1.05016813e-18j
  -0.03688364+3.02695909e-19j ... -0.00880784-3.03893901e-18j
  -0.03688364+5.06132837e-19j  0.236701  -1.49145641e-18j]
 [ 0.236701  +1.92369984e-18j  0.00098054-2.18434222e-18j
  -0.02703394-2.97407391e-19j ... -0.02703394+2.85238772e-18j
   0.00098054-8.71409566e-20j  0.236701  -1.02210841e-18j]
 [-0.03688364+1.08663228e-18j -0.02703394-1.72939343e-19j
   0.00844837-9.93991810e-19j ... -0.02703394+3.49023620e-18j
  -0.03688364+2.14811180e-18j  0.00098054-5.84590248e-18j]
 ...
 [-0.00880784-4.49529491e-18j -0.02703394+2.22512026e-18j
  -0.02703394+1.80232670e-18j ... -0.00293468+1.69435956e-18j
   0.00351396+3.48521867e-19j  0.00939873-5.72773637e-18j]
 [-0.03688364+4.25344008e-19j  0.00098054+5.17718525e-18j
  -0.03688364+2.77509038e-18j ...  0.00351396-1.96779231e-20j
   0.00844837+8.92208539e-20j -0.02703394+1.41482856e-18j]
 [ 0.236701  -3.32575894e-19j  0.236701  +2.52614100e-18j
   0.00098054-3.78477786e-19j ...  0.00939873-3.81803088e-18j
  -0.02703394+1.57747061e-18j  0.00098054-1.52330285e-18j]]",[0.98243947 0.72253641 0.90335078 0.72549487 0.80256794],2
16.619364,0.413793,0.954545,[0.98885937 0.98812802 0.985716   ... 0.98293286 0.98655853 0.98812802],"[[0.98885937 0.98812802 0.985716   ... 0.98083788 0.985716   0.98812802]
 [0.98812802 0.98812802 0.98655853 ... 0.97599166 0.98293286 0.98655853]
 [0.985716   0.98655853 0.985716   ... 0.96674461 0.97729762 0.98293286]
 ...
 [0.98083788 0.97599166 0.96674461 ... 0.98083788 0.98293286 0.98293286]
 [0.985716   0.98293286 0.97729762 ... 0.98293286 0.985716   0.98655853]
 [0.98812802 0.98655853 0.98293286 ... 0.98293286 0.98655853 0.98812802]]","[[ 0.79823896+0.00000000e+00j  0.24154252+6.62347497e-18j
  -0.02891473+7.93932923e-19j ... -0.00931732-4.55092693e-18j
  -0.02891473+7.78434949e-19j  0.24154252-5.74030219e-18j]
 [ 0.24154252+3.88395970e-18j  0.00427074-2.57075356e-18j
  -0.02281007-1.64370191e-19j ... -0.02281007+1.41869227e-18j
   0.00427074-3.95243012e-19j  0.24154252-1.30969196e-17j]
 [-0.02891473+2.85175259e-19j -0.02281007-4.96944670e-18j
   0.00412348-1.74381067e-21j ... -0.02281007+9.05780434e-19j
  -0.02891473+3.33085562e-19j  0.00427074+1.13365384e-18j]
 ...
 [-0.00931732-4.11515575e-18j -0.02281007-5.66038391e-18j
  -0.02281007+1.64422750e-18j ... -0.00139725+7.76131243e-19j
   0.00315954+3.66002245e-19j  0.00540177+1.91504364e-19j]
 [-0.02891473+5.34017850e-19j  0.00427074-5.18577440e-18j
  -0.02891473+1.12204930e-19j ...  0.00315954-9.53920757e-19j
   0.00412348-4.17490942e-19j -0.02281007+4.60262405e-18j]
 [ 0.24154252-3.70095257e-18j  0.24154252+8.73145673e-18j
   0.00427074-8.28170742e-19j ...  0.00540177-4.42470498e-18j
  -0.02281007+5.24996714e-19j  0.00427074+2.97608851e-18j]]",[0.98064344 0.71371297 0.90250397 0.71802551 0.79823896],2
