chiN,fA,tau,density_profile,density_image,normalized_fft,dot_product_vector,dot_cluster
21.687325,0.426471,0.786885,[0.95086617 0.94864034 0.94156469 ... 0.93386849 0.94399081 0.94864034],"[[0.95086617 0.94864034 0.94156469 ... 0.92837718 0.94156469 0.94864034]
 [0.94864034 0.94864034 0.94399081 ... 0.91649964 0.93386849 0.94399081]
 [0.94156469 0.94399081 0.94156469 ... 0.8963509  0.91958614 0.93386849]
 ...
 [0.92837718 0.91649964 0.8963509  ... 0.92837718 0.93386849 0.93386849]
 [0.94156469 0.93386849 0.91958614 ... 0.93386849 0.94156469 0.94399081]
 [0.94864034 0.94399081 0.93386849 ... 0.93386849 0.94399081 0.94864034]]","[[ 8.61634677e-01+0.00000000e+00j  2.05797592e-01+2.47390322e-18j
  -1.53543228e-02+8.85315730e-20j ... -4.68965669e-03-4.66235088e-18j
  -1.53543228e-02+1.01855903e-19j  2.05797592e-01-1.68198412e-18j]
 [ 2.05797592e-01+3.01396921e-18j  6.91914652e-03-4.90820119e-18j
  -1.14726315e-02-1.85496133e-20j ... -1.14726315e-02+6.37628108e-19j
   6.91914652e-03+3.71480885e-20j  2.05797592e-01-5.65441993e-18j]
 [-1.53543228e-02+4.91194885e-19j -1.14726315e-02-5.75037519e-18j
   7.34485612e-04-2.32427416e-19j ... -1.14726315e-02+1.24524345e-18j
  -1.53543228e-02+4.99598895e-19j  6.91914652e-03-4.89645462e-18j]
 ...
 [-4.68965669e-03-8.01523744e-18j -1.14726315e-02-8.45948548e-19j
  -1.14726315e-02-1.76071026e-20j ... -1.69464496e-04+1.27853192e-18j
   9.64505106e-04+1.59561601e-20j  1.32291502e-03-6.68051411e-20j]
 [-1.53543228e-02+4.92538209e-19j  6.91914652e-03+1.23215074e-18j
  -1.53543228e-02+1.15117687e-18j ...  9.64505106e-04+3.47644819e-19j
   7.34485612e-04+1.44437977e-19j -1.14726315e-02+8.50902034e-18j]
 [ 2.05797592e-01-3.58042026e-18j  2.05797592e-01+5.19139057e-19j
   6.91914652e-03+1.37521841e-19j ...  1.32291502e-03-4.48866410e-18j
  -1.14726315e-02+1.14161848e-18j  6.91914652e-03+7.31433463e-18j]]",[0.96878131 0.75733597 0.93563745 0.7719477  0.86163468],2
22.707979,0.314961,0.547619,[0.81225716 0.8067583  0.78989116 ... 0.77251757 0.79557299 0.8067583 ],"[[0.81225716 0.8067583  0.78989116 ... 0.76068717 0.78989116 0.8067583 ]
 [0.8067583  0.8067583  0.79557299 ... 0.73652786 0.77251757 0.79557299]
 [0.78989116 0.79557299 0.78989116 ... 0.69938378 0.74262322 0.77251757]
 ...
 [0.76068717 0.73652786 0.69938378 ... 0.76068717 0.77251757 0.77251757]
 [0.78989116 0.77251757 0.74262322 ... 0.77251757 0.78989116 0.79557299]
 [0.8067583  0.79557299 0.77251757 ... 0.77251757 0.79557299 0.8067583 ]]","[[ 8.60754006e-01+0.00000000e+00j  2.05320605e-01+6.12878787e-19j
   7.87746933e-03-4.56281601e-19j ... -3.83209895e-03-4.34986075e-18j
   7.87746933e-03-2.89892511e-19j  2.05320605e-01-2.87763519e-18j]
 [ 2.05320605e-01+2.06718286e-19j  2.99827935e-02-4.42638653e-18j
  -4.77944313e-03-2.64205759e-19j ... -4.77944313e-03+4.81755802e-19j
   2.99827935e-02+3.43186316e-19j  2.05320605e-01-4.97368496e-18j]
 [ 7.87746933e-03-2.27114821e-21j -4.77944313e-03-2.17036093e-18j
  -1.68511521e-03+2.62119828e-19j ... -4.77944313e-03+1.58566536e-18j
   7.87746933e-03-8.23280924e-19j  2.99827935e-02-3.67870634e-18j]
 ...
 [-3.83209895e-03-5.81152526e-18j -4.77944313e-03+3.08376099e-18j
  -4.77944313e-03+1.72849089e-19j ...  1.08818389e-04+1.30098079e-18j
   9.39990765e-05-1.15039805e-18j -1.18073337e-03-2.88181548e-18j]
 [ 7.87746933e-03-1.26654901e-19j  2.99827935e-02+4.21549621e-18j
   7.87746933e-03-9.37571185e-19j ...  9.39990765e-05+7.82786318e-20j
  -1.68511521e-03+2.70535771e-19j -4.77944313e-03+3.92409330e-18j]
 [ 2.05320605e-01-1.42490875e-18j  2.05320605e-01+8.06940062e-18j
   2.99827935e-02-1.40921048e-18j ... -1.18073337e-03-4.45109561e-18j
  -4.77944313e-03+6.74047146e-20j  2.99827935e-02+4.11446603e-18j]]",[0.94994049 0.72244204 0.92467289 0.74702977 0.86075401],2
21.391531,0.465217,0.59322,[0.94481175 0.94321588 0.93824057 ... 0.93296606 0.93993104 0.94321588],"[[0.94481175 0.94321588 0.93824057 ... 0.92927373 0.93824057 0.94321588]
 [0.94321588 0.94321588 0.93993104 ... 0.92143156 0.93296606 0.93993104]
 [0.93824057 0.93993104 0.93824057 ... 0.90842791 0.92344867 0.93296606]
 ...
 [0.92927373 0.92143156 0.90842791 ... 0.92927373 0.93296606 0.93296606]
 [0.93824057 0.93296606 0.92344867 ... 0.93296606 0.93824057 0.93993104]
 [0.94321588 0.93993104 0.93296606 ... 0.93296606 0.93993104 0.94321588]]","[[ 8.66126220e-01+0.00000000e+00j  2.00787962e-01+3.05024499e-18j
  -2.72250368e-02+7.38572369e-19j ...  1.73013020e-03-4.32774526e-18j
  -2.72250368e-02+7.80586583e-19j  2.00787962e-01-1.28639545e-18j]
 [ 2.00787962e-01+5.81439393e-18j -2.18066905e-02-1.88781787e-18j
  -6.10437695e-03-7.51335597e-19j ... -6.10437695e-03+8.10150005e-19j
  -2.18066905e-02+4.48964577e-19j  2.00787962e-01+9.63885813e-19j]
 [-2.72250368e-02+3.47590677e-19j -6.10437695e-03-8.07465488e-19j
   3.27222610e-03-1.07006453e-18j ... -6.10437695e-03+9.96496600e-19j
  -2.72250368e-02+1.36178477e-18j -2.18066905e-02+1.85506002e-18j]
 ...
 [ 1.73013020e-03+2.04129107e-18j -6.10437695e-03+1.10777230e-18j
  -6.10437695e-03+1.13436647e-18j ... -2.62424839e-04+5.87189708e-19j
  -2.22999028e-04-3.07262091e-19j  2.74454075e-03-7.92435889e-18j]
 [-2.72250368e-02+4.53471928e-19j -2.18066905e-02-8.54800399e-19j
  -2.72250368e-02+1.89001651e-18j ... -2.22999028e-04+6.33500041e-19j
   3.27222610e-03-7.16251439e-19j -6.10437695e-03-2.03176717e-18j]
 [ 2.00787962e-01-7.63186071e-18j  2.00787962e-01-3.83083124e-18j
  -2.18066905e-02+5.44064184e-19j ...  2.74454075e-03-4.11419674e-18j
  -6.10437695e-03-2.48910926e-20j -2.18066905e-02+1.20104409e-18j]]",[0.97921009 0.79770059 0.95214595 0.80537309 0.86612622],2
33.826898,0.409836,0.538462,[0.99242514 0.99192869 0.99036212 ... 0.98866955 0.99089763 0.99192869],"[[0.99242514 0.99192869 0.99036212 ... 0.98746325 0.99036212 0.99192869]
 [0.99192869 0.99192869 0.99089763 ... 0.98483883 0.98866955 0.99089763]
 [0.99036212 0.99089763 0.99036212 ... 0.98026584 0.98552388 0.98866955]
 ...
 [0.98746325 0.98483883 0.98026584 ... 0.98746325 0.98866955 0.98866955]
 [0.99036212 0.98866955 0.98552388 ... 0.98866955 0.99036212 0.99089763]
 [0.99192869 0.99089763 0.98866955 ... 0.98866955 0.99089763 0.99192869]]","[[ 0.734307  +0.00000000e+00j  0.26643899+1.01181843e-18j
  -0.05708128+1.69531635e-18j ...  0.00371237-8.49410156e-18j
  -0.05708128+1.12670188e-18j  0.26643899-2.86940565e-18j]
 [ 0.26643899+1.12149132e-17j -0.03109643-3.37226474e-18j
  -0.02015895+1.17577679e-18j ... -0.02015895+1.59482367e-19j
  -0.03109643-4.96665698e-19j  0.26643899+4.87026896e-18j]
 [-0.05708128+1.73025777e-18j -0.02015895+1.13799676e-18j
   0.01521125-8.92822507e-19j ... -0.02015895+1.72539497e-18j
  -0.05708128+2.10546638e-18j -0.03109643+1.09649832e-18j]
 ...
 [ 0.00371237-6.34134365e-18j -0.02015895+3.42434394e-18j
  -0.02015895+1.03111325e-18j ... -0.00317147+2.36861212e-18j
  -0.0016535 +1.69201852e-18j  0.01395792-8.73748164e-18j]
 [-0.05708128+8.76053900e-19j -0.03109643+9.31656771e-19j
  -0.05708128+1.92811307e-18j ... -0.0016535 +1.82781550e-18j
   0.01521125-7.90153925e-19j -0.02015895+1.30208005e-18j]
 [ 0.26643899-1.11056433e-17j  0.26643899-3.13409267e-18j
  -0.03109643+9.41908343e-19j ...  0.01395792-7.51407322e-18j
  -0.02015895+1.42524647e-18j -0.03109643+3.02017305e-18j]]",[0.99502769 0.7126714  0.88021375 0.69591024 0.734307  ],2
27.930888,0.532468,0.960526,[0.99977217 0.99973698 0.9996222  ... 0.99948552 0.99966352 0.99973698],"[[0.99977217 0.99973698 0.9996222  ... 0.99937876 0.9996222  0.99973698]
 [0.99973698 0.99973698 0.99966352 ... 0.99913055 0.99948552 0.99966352]
 [0.9996222  0.99966352 0.9996222  ... 0.99864706 0.99919891 0.99948552]
 ...
 [0.99937876 0.99913055 0.99864706 ... 0.99937876 0.99948552 0.99948552]
 [0.9996222  0.99948552 0.99919891 ... 0.99948552 0.9996222  0.99966352]
 [0.99973698 0.99966352 0.99948552 ... 0.99948552 0.99966352 0.99973698]]","[[ 8.23097574e-01+0.00000000e+00j  2.12690148e-01+1.62225126e-18j
  -6.87300719e-02+1.45195392e-18j ...  1.54260486e-02-4.36955108e-18j
  -6.87300719e-02+2.84930686e-19j  2.12690148e-01-3.57057635e-18j]
 [ 2.12690148e-01+3.30596549e-18j -4.85667231e-02-2.42941315e-20j
  -4.91462318e-03+3.20125835e-19j ... -4.91462318e-03-1.11004063e-19j
  -4.85667231e-02+1.01385229e-18j  2.12690148e-01-5.22960760e-18j]
 [-6.87300719e-02+1.59864594e-18j -4.91462318e-03-2.58921477e-18j
   1.93832826e-02+2.88676845e-19j ... -4.91462318e-03-7.56971077e-20j
  -6.87300719e-02+1.55331714e-18j -4.85667231e-02+8.39286247e-19j]
 ...
 [ 1.54260486e-02-1.86785615e-18j -4.91462318e-03+2.13479055e-18j
  -4.91462318e-03+8.45688783e-19j ...  9.62745654e-05-5.46467842e-19j
  -9.67818472e-03+2.40964019e-18j  1.32354554e-02-9.28445197e-18j]
 [-6.87300719e-02+6.38925489e-19j -4.85667231e-02+1.01057573e-18j
  -6.87300719e-02+1.32881912e-18j ... -9.67818472e-03-1.28885257e-18j
   1.93832826e-02-4.13254810e-19j -4.91462318e-03+4.21595760e-18j]
 [ 2.12690148e-01-3.80875906e-18j  2.12690148e-01+2.33299007e-19j
  -4.85667231e-02+1.41496580e-18j ...  1.32354554e-02-6.23564134e-18j
  -4.91462318e-03+5.50904615e-20j -4.85667231e-02+1.25364581e-18j]]",[0.994624   0.81108774 0.93254661 0.79334323 0.82309757],2
16.724801,0.413043,0.90625,[0.96630345 0.96439129 0.95815456 ... 0.95111838 0.96031936 0.96439129],"[[0.96630345 0.96439129 0.95815456 ... 0.94594977 0.95815456 0.96439129]
 [0.96439129 0.96439129 0.96031936 ... 0.934396   0.95111838 0.96031936]
 [0.95815456 0.96031936 0.95815456 ... 0.91378659 0.93744746 0.95111838]
 ...
 [0.94594977 0.934396   0.91378659 ... 0.94594977 0.95111838 0.95111838]
 [0.95815456 0.95111838 0.93744746 ... 0.95111838 0.95815456 0.96031936]
 [0.96439129 0.96031936 0.95111838 ... 0.95111838 0.96031936 0.96439129]]","[[ 8.50115106e-01+0.00000000e+00j  2.12344937e-01+2.74445265e-18j
  -9.72410561e-03+2.46160500e-19j ... -9.03279158e-03-4.60009447e-18j
  -9.72410561e-03+3.05200260e-19j  2.12344937e-01-1.31142660e-18j]
 [ 2.12344937e-01+3.11382510e-18j  2.07868369e-02-3.45348814e-20j
  -1.58443538e-02-1.63995454e-19j ... -1.58443538e-02-1.21768566e-18j
   2.07868369e-02-4.91293189e-21j  2.12344937e-01-3.51101814e-18j]
 [-9.72410561e-03+1.29974792e-19j -1.58443538e-02+1.46425797e-18j
  -9.01976893e-04-1.33437060e-19j ... -1.58443538e-02-2.70312938e-20j
  -9.72410561e-03+1.68089219e-19j  2.07868369e-02-1.90518574e-18j]
 ...
 [-9.03279158e-03-4.29543821e-18j -1.58443538e-02+1.56521087e-21j
  -1.58443538e-02+1.46714485e-18j ...  3.87357306e-05+5.83846953e-19j
   1.85329164e-03-6.45157201e-19j  3.40035279e-04-1.74402336e-18j]
 [-9.72410561e-03+2.78657339e-19j  2.07868369e-02-1.76819500e-18j
  -9.72410561e-03+4.71886645e-19j ...  1.85329164e-03-3.95258661e-19j
  -9.01976893e-04-2.04954861e-19j -1.58443538e-02-2.41356627e-19j]
 [ 2.12344937e-01+1.23558573e-19j  2.12344937e-01-9.67789356e-18j
   2.07868369e-02-3.39373936e-19j ...  3.40035279e-04-4.43440141e-18j
  -1.58443538e-02+1.00783572e-18j  2.07868369e-02-1.08831136e-18j]]",[0.96265322 0.72961413 0.92198456 0.74745412 0.85011511],2
21.719927,0.358974,0.66,[0.85533117 0.85104123 0.837791   ... 0.82398798 0.84227039 0.85104123],"[[0.85533117 0.85104123 0.837791   ... 0.81449283 0.837791   0.85104123]
 [0.85104123 0.85104123 0.84227039 ... 0.7948459  0.82398798 0.84227039]
 [0.837791   0.84227039 0.837791   ... 0.76392295 0.79983616 0.82398798]
 ...
 [0.81449283 0.7948459  0.76392295 ... 0.81449283 0.82398798 0.82398798]
 [0.837791   0.82398798 0.79983616 ... 0.82398798 0.837791   0.84227039]
 [0.85104123 0.84227039 0.82398798 ... 0.82398798 0.84227039 0.85104123]]","[[ 8.69790737e-01+0.00000000e+00j  2.00395007e-01+1.46109312e-18j
  -8.77008041e-04-9.50339259e-20j ... -3.75942109e-03-4.01503374e-18j
  -8.77008041e-04-1.76174441e-19j  2.00395007e-01-5.08802224e-19j]
 [ 2.00395007e-01+1.53892138e-18j  1.78500680e-02-1.14352797e-18j
  -6.47749065e-03+7.41269783e-20j ... -6.47749065e-03-7.02252987e-19j
   1.78500680e-02-2.80331383e-19j  2.00395007e-01-2.64363273e-19j]
 [-8.77008041e-04+2.41999364e-20j -6.47749065e-03-2.46889380e-18j
  -9.40228335e-04+1.74433840e-19j ... -6.47749065e-03+3.72579441e-19j
  -8.77008041e-04+1.52704885e-19j  1.78500680e-02-6.10189084e-18j]
 ...
 [-3.75942109e-03-3.00306130e-18j -6.47749065e-03+5.56036100e-21j
  -6.47749065e-03+4.78531047e-20j ...  6.36178310e-05+6.86756504e-19j
   3.34680184e-04-7.48514821e-19j -4.43312142e-04-5.97410776e-18j]
 [-8.77008041e-04+1.31162872e-20j  1.78500680e-02+4.75489919e-18j
  -8.77008041e-04+1.61833692e-19j ...  3.34680184e-04-4.23871589e-19j
  -9.40228335e-04+1.92279675e-19j -6.47749065e-03+2.13133151e-18j]
 [ 2.00395007e-01-2.28430963e-18j  2.00395007e-01+2.20284093e-18j
   1.78500680e-02-6.17074874e-19j ... -4.43312142e-04-3.87195738e-18j
  -6.47749065e-03+5.88691344e-19j  1.78500680e-02+1.79359666e-18j]]",[0.95714607 0.7459768  0.93512851 0.76780223 0.86979074],2
16.676071,0.346535,0.875,[0.87415583 0.86844385 0.85056361 ... 0.83164235 0.85664446 0.86844385],"[[0.87415583 0.86844385 0.85056361 ... 0.81850268 0.85056361 0.86844385]
 [0.86844385 0.86844385 0.85664446 ... 0.79114184 0.83164235 0.85664446]
 [0.85056361 0.85664446 0.85056361 ... 0.74804087 0.79810875 0.83164235]
 ...
 [0.81850268 0.79114184 0.74804087 ... 0.81850268 0.83164235 0.83164235]
 [0.85056361 0.83164235 0.79810875 ... 0.83164235 0.85056361 0.85664446]
 [0.86844385 0.85664446 0.83164235 ... 0.83164235 0.85664446 0.86844385]]","[[ 8.80643770e-01+0.00000000e+00j  1.88071934e-01+1.33209810e-18j
   1.47287852e-02+1.56937829e-19j ... -4.92035368e-03-3.98403121e-18j
   1.47287852e-02-1.29118225e-19j  1.88071934e-01-1.59013542e-18j]
 [ 1.88071934e-01-4.59602810e-19j  4.17306736e-02+1.64997541e-18j
  -4.29802376e-03-1.47829010e-19j ... -4.29802376e-03-9.19445913e-19j
   4.17306736e-02-1.45978351e-18j  1.88071934e-01+3.04808637e-19j]
 [ 1.47287852e-02-1.72489887e-19j -4.29802376e-03+3.15986348e-19j
  -2.91507232e-03-2.00232732e-19j ... -4.29802376e-03+4.84577684e-19j
   1.47287852e-02-8.99420636e-19j  4.17306736e-02-7.72358864e-19j]
 ...
 [-4.92035368e-03-5.98076052e-18j -4.29802376e-03-1.11332736e-18j
  -4.29802376e-03+7.28298074e-20j ...  1.99375659e-04+1.34109648e-19j
  -1.78901083e-04-1.81975590e-18j -2.33153964e-03-2.33018215e-18j]
 [ 1.47287852e-02-1.75588690e-19j  4.17306736e-02+7.17889699e-19j
   1.47287852e-02-1.42094262e-18j ... -1.78901083e-04-6.72971468e-19j
  -2.91507232e-03-9.69152378e-21j -4.29802376e-03-1.24027735e-18j]
 [ 1.88071934e-01+1.06393213e-18j  1.88071934e-01+1.26574802e-18j
   4.17306736e-02-9.46757053e-19j ... -2.33153964e-03-3.58246272e-18j
  -4.29802376e-03+2.80424106e-19j  4.17306736e-02-2.74710489e-18j]]",[0.93285635 0.72189934 0.92410712 0.75280184 0.88064377],2
34.941134,0.380734,0.745455,[0.99103088 0.99033328 0.98807766 ... 0.98555264 0.98885784 0.99033328],"[[0.99103088 0.99033328 0.98807766 ... 0.98370053 0.98807766 0.99033328]
 [0.99033328 0.99033328 0.98885784 ... 0.97953692 0.98555264 0.98885784]
 [0.98807766 0.98885784 0.98807766 ... 0.97191754 0.98064143 0.98555264]
 ...
 [0.98370053 0.97953692 0.97191754 ... 0.98370053 0.98555264 0.98555264]
 [0.98807766 0.98555264 0.98064143 ... 0.98555264 0.98807766 0.98885784]
 [0.99033328 0.98885784 0.98555264 ... 0.98555264 0.98885784 0.99033328]]","[[ 0.73245911+0.00000000e+00j  0.27146223+3.47701195e-18j
  -0.04150873+1.37723524e-18j ... -0.00636442-6.39922287e-18j
  -0.04150873+7.30732697e-19j  0.27146223-2.50581268e-18j]
 [ 0.27146223-2.89363679e-18j -0.00800877-4.95029548e-18j
  -0.02588195-3.53376325e-20j ... -0.02588195-6.57276777e-20j
  -0.00800877-7.15181088e-19j  0.27146223+2.02781600e-18j]
 [-0.04150873+1.06355679e-18j -0.02588195-4.44667271e-19j
   0.00902505+2.32707943e-19j ... -0.02588195+2.00367027e-18j
  -0.04150873+1.90302932e-18j -0.00800877+3.04781057e-18j]
 ...
 [-0.00636442-6.32922431e-18j -0.02588195-2.05604941e-18j
  -0.02588195+1.30000084e-18j ... -0.00283037+8.02454937e-19j
   0.00261635+7.65775073e-19j  0.00992801-1.71867056e-19j]
 [-0.04150873+5.71639067e-19j -0.00800877-2.96993211e-18j
  -0.04150873+2.45085372e-18j ...  0.00261635-3.14883663e-19j
   0.00902505-7.35218057e-19j -0.02588195+7.94370538e-19j]
 [ 0.27146223+5.89197010e-18j  0.27146223-9.77021876e-19j
  -0.00800877+3.51299616e-19j ...  0.00992801-5.85230427e-18j
  -0.02588195+1.00882030e-18j -0.00800877+3.55554471e-18j]]",[0.98527348 0.67886794 0.86975568 0.67117877 0.73245911],2
23.730981,0.369048,0.510638,[0.94614631 0.94403615 0.93737394 ... 0.93017734 0.9396517  0.94403615],"[[0.94614631 0.94403615 0.93737394 ... 0.9250594  0.93737394 0.94403615]
 [0.94403615 0.94403615 0.9396517  ... 0.9139924  0.93017734 0.9396517 ]
 [0.93737394 0.9396517  0.93737394 ... 0.8951176  0.91686723 0.93017734]
 ...
 [0.9250594  0.9139924  0.8951176  ... 0.9250594  0.93017734 0.93017734]
 [0.93737394 0.93017734 0.91686723 ... 0.93017734 0.93737394 0.9396517 ]
 [0.94403615 0.9396517  0.93017734 ... 0.93017734 0.9396517  0.94403615]]","[[ 7.89201680e-01+0.00000000e+00j  2.48631786e-01+3.53047201e-18j
  -2.11056347e-02+6.34003761e-19j ... -5.80885718e-03-3.94326796e-18j
  -2.11056347e-02+4.19811154e-19j  2.48631786e-01-3.08691408e-18j]
 [ 2.48631786e-01-2.49199488e-18j  3.77515256e-03+2.54634389e-18j
  -1.60310090e-02-4.09888805e-19j ... -1.60310090e-02+8.24700082e-19j
   3.77515256e-03+2.31218589e-19j  2.48631786e-01+8.51832787e-19j]
 [-2.11056347e-02+3.44914860e-19j -1.60310090e-02+1.98613323e-18j
   1.96851012e-03-1.95065704e-19j ... -1.60310090e-02+2.18047319e-18j
  -2.11056347e-02+2.91630114e-19j  3.77515256e-03-1.27661142e-18j]
 ...
 [-5.80885718e-03-2.95345861e-18j -1.60310090e-02+2.24465596e-18j
  -1.60310090e-02+7.89568120e-19j ... -4.72833665e-04+1.82658498e-18j
   1.51086058e-03-4.18405258e-20j  2.82136272e-03-5.75160092e-18j]
 [-2.11056347e-02+4.71632372e-19j  3.77515256e-03+2.52371386e-19j
  -2.11056347e-02+4.45851758e-19j ...  1.51086058e-03-3.28401457e-19j
   1.96851012e-03-2.30352395e-21j -1.60310090e-02+3.93807207e-19j]
 [ 2.48631786e-01+1.24215324e-18j  2.48631786e-01-8.61757032e-18j
   3.77515256e-03+6.68266934e-20j ...  2.82136272e-03-3.86811988e-18j
  -1.60310090e-02+6.89151861e-19j  3.77515256e-03+1.64154029e-18j]]",[0.98058892 0.70532488 0.90166916 0.70990557 0.78920168],2
32.32399,0.481481,0.958333,[0.99986867 0.99984959 0.99977889 ... 0.99968794 0.99980433 0.99984959],"[[0.99986867 0.99984959 0.99977889 ... 0.9996168  0.99977889 0.99984959]
 [0.99984959 0.99984959 0.99980433 ... 0.99944138 0.99968794 0.99980433]
 [0.99977889 0.99980433 0.99977889 ... 0.99907637 0.99949077 0.99968794]
 ...
 [0.9996168  0.99944138 0.99907637 ... 0.9996168  0.99968794 0.99968794]
 [0.99977889 0.99968794 0.99949077 ... 0.99968794 0.99977889 0.99980433]
 [0.99984959 0.99980433 0.99968794 ... 0.99968794 0.99980433 0.99984959]]","[[ 0.78357424+0.00000000e+00j  0.2360485 +6.29946541e-18j
  -0.06765822+1.62436020e-19j ...  0.00779044-5.62928348e-18j
  -0.06765822+8.70790578e-19j  0.2360485 -9.84041678e-19j]
 [ 0.2360485 +1.35178203e-19j -0.03542151-4.84723149e-19j
  -0.01966424+2.91690310e-19j ... -0.01966424+1.37844227e-18j
  -0.03542151-1.49840264e-19j  0.2360485 +4.17381327e-18j]
 [-0.06765822+4.44896078e-19j -0.01966424-1.65037228e-18j
   0.02465018-2.41973164e-19j ... -0.01966424+1.09720915e-18j
  -0.06765822+1.29204467e-18j -0.03542151+5.17566487e-19j]
 ...
 [ 0.00779044-2.71430395e-18j -0.01966424+4.08013357e-18j
  -0.01966424+1.28668212e-18j ... -0.0050886 +1.84757464e-19j
  -0.00656445+1.54111335e-19j  0.02008631-3.09909103e-18j]
 [-0.06765822+9.50950894e-19j -0.03542151-5.95449318e-19j
  -0.06765822+1.32891581e-18j ... -0.00656445+1.60669989e-18j
   0.02465018-1.17418866e-19j -0.01966424+5.51645666e-19j]
 [ 0.2360485 -1.63496581e-18j  0.2360485 -8.73934320e-18j
  -0.03542151+1.13884920e-18j ...  0.02008631-5.79313345e-18j
  -0.01966424+1.73873401e-18j -0.03542151-2.31635077e-18j]]",[0.99651351 0.7587645  0.90421415 0.7444618  0.78357424],2
19.631075,0.482143,0.929577,[0.99357998 0.99313226 0.99166982 ... 0.99000921 0.99217815 0.99313226],"[[0.99357998 0.99313226 0.99166982 ... 0.98877532 0.99166982 0.99313226]
 [0.99313226 0.99313226 0.99217815 ... 0.98596545 0.99000921 0.99217815]
 [0.99166982 0.99217815 0.99166982 ... 0.98071316 0.98671899 0.99000921]
 ...
 [0.98877532 0.98596545 0.98071316 ... 0.98877532 0.99000921 0.99000921]
 [0.99166982 0.99000921 0.98671899 ... 0.99000921 0.99166982 0.99217815]
 [0.99313226 0.99217815 0.99000921 ... 0.99000921 0.99217815 0.99313226]]","[[ 8.42270590e-01+0.00000000e+00j  2.14072811e-01+1.17381362e-18j
  -3.97827638e-02+6.62264817e-19j ... -1.88590008e-03-4.05691007e-18j
  -3.97827638e-02+6.61597949e-19j  2.14072811e-01-6.40606329e-18j]
 [ 2.14072811e-01+4.05724508e-18j -1.19770987e-02-4.27670920e-19j
  -1.76151845e-02-4.75454456e-20j ... -1.76151845e-02+8.30697047e-19j
  -1.19770987e-02-5.02339313e-19j  2.14072811e-01-4.83603333e-18j]
 [-3.97827638e-02+3.41461605e-19j -1.76151845e-02+3.72763645e-19j
   8.59258082e-03-7.96473232e-19j ... -1.76151845e-02+2.20836573e-18j
  -3.97827638e-02+2.82427766e-18j -1.19770987e-02+3.41208539e-18j]
 ...
 [-1.88590008e-03-2.02723283e-18j -1.76151845e-02+1.96782676e-18j
  -1.76151845e-02+1.10426441e-18j ... -1.92436457e-03+1.16633741e-18j
   6.06168387e-04+4.18241494e-19j  8.21055853e-03-6.78259168e-18j]
 [-3.97827638e-02+1.05995074e-18j -1.19770987e-02-8.62091644e-19j
  -3.97827638e-02+2.21318571e-18j ...  6.06168387e-04+2.36666608e-19j
   8.59258082e-03-5.42972007e-19j -1.76151845e-02+3.44493362e-18j]
 [ 2.14072811e-01-2.25200056e-18j  2.14072811e-01-1.36098636e-18j
  -1.19770987e-02-1.28840644e-19j ...  8.21055853e-03-3.93527507e-18j
  -1.76151845e-02-7.83704788e-20j -1.19770987e-02+2.37936764e-18j]]",[0.98457192 0.77183913 0.93136753 0.77412909 0.84227059],2
22.643238,0.322581,0.590909,[0.81120264 0.805888   0.78960376 ... 0.77285416 0.79508644 0.805888  ],"[[0.81120264 0.805888   0.78960376 ... 0.7614596  0.78960376 0.805888  ]
 [0.805888   0.805888   0.79508644 ... 0.73820987 0.77285416 0.79508644]
 [0.78960376 0.79508644 0.78960376 ... 0.70249028 0.74407365 0.77285416]
 ...
 [0.7614596  0.73820987 0.70249028 ... 0.7614596  0.77285416 0.77285416]
 [0.78960376 0.77285416 0.74407365 ... 0.77285416 0.78960376 0.79508644]
 [0.805888   0.79508644 0.77285416 ... 0.77285416 0.79508644 0.805888  ]]","[[ 8.66889517e-01+0.00000000e+00j  2.01485775e-01-6.00819017e-21j
   6.18553710e-03-1.66737809e-19j ... -3.56478523e-03-4.37099887e-18j
   6.18553710e-03-2.55605879e-19j  2.01485775e-01-5.27779551e-19j]
 [ 2.01485775e-01-1.74855412e-19j  2.68419923e-02+4.55931669e-19j
  -4.73813865e-03-4.53840931e-20j ... -4.73813865e-03-9.87527909e-19j
   2.68419923e-02-7.97547565e-19j  2.01485775e-01-3.95952631e-19j]
 [ 6.18553710e-03-1.19453312e-19j -4.73813865e-03-8.10570443e-19j
  -1.45633500e-03+3.79537642e-20j ... -4.73813865e-03+1.58446587e-19j
   6.18553710e-03-2.53694310e-19j  2.68419923e-02+6.26164694e-19j]
 ...
 [-3.56478523e-03-5.08200413e-18j -4.73813865e-03-7.35448280e-19j
  -4.73813865e-03+2.34056359e-19j ...  9.21309855e-05+4.29462317e-19j
   1.18703326e-04-9.25634946e-19j -9.87570348e-04-4.97127128e-18j]
 [ 6.18553710e-03-4.67895747e-20j  2.68419923e-02+4.62905272e-19j
   6.18553710e-03-4.98993906e-19j ...  1.18703326e-04-8.66145772e-20j
  -1.45633500e-03+1.90366586e-19j -4.73813865e-03-1.01097759e-18j]
 [ 2.01485775e-01-4.14416662e-19j  2.01485775e-01-2.63474994e-18j
   2.68419923e-02+3.67173933e-21j ... -9.87570348e-04-3.70526233e-18j
  -4.73813865e-03+9.08087423e-20j  2.68419923e-02-1.78132402e-18j]]",[0.95068264 0.73129338 0.92908815 0.7558242  0.86688952],2
