key,L
24.243651_0.566265_0.881579,2.2823155941
24.323686_0.617647_0.648649,1.5968759589
21.997885_0.649351_0.890244,2.2095330958
23.934622_0.613861_0.662162,1.5968759589
26.974656_0.628713_0.653333,1.7190832817
32.387483_0.538462_0.676471,1.8018975189
23.297552_0.713235_0.942529,2.6855832632
33.872494_0.639423_0.613333,1.8281911542
18.631128_0.464286_0.633333,1.5065491706
20.042597_0.533981_0.691176,1.5288854658
26.007125_0.687500_0.917647,2.4060266241
34.777406_0.689655_0.768293,1.8211118163
33.394160_0.666667_0.841463,1.9195533107
24.157955_0.703947_0.870588,2.2823155941
18.175304_0.583333_0.975000,2.4780258699
20.061182_0.538462_0.676471,1.5641014287
24.755988_0.746154_0.955056,2.6855832632
30.640017_0.746753_0.839080,1.9662234038
22.900580_0.640845_0.951807,2.5307205126
27.771750_0.681250_0.843373,1.9425267798
33.401764_0.563953_0.853333,1.9195533107
26.472681_0.692308_0.857143,2.4060266241
25.126573_0.576923_0.923077,2.3902172869
30.535124_0.555556_0.617647,1.7979222621
31.828331_0.620879_0.766234,1.7888316923
31.016122_0.564103_0.500000,1.8564949073
32.750853_0.706186_0.654321,1.8281911542
19.785290_0.442857_0.737705,1.5786629607
28.427373_0.568493_0.974684,2.6637914936
34.828340_0.710843_0.797619,1.8211118163
25.994107_0.664474_0.891566,2.4060266241
25.507630_0.541176_0.878378,1.9412594839
22.839518_0.619718_0.963415,2.5307205126
22.649285_0.539604_0.710145,1.6174879794
19.097468_0.643750_0.864198,2.2095330958
22.547300_0.544304_0.934211,2.5307205126
16.763731_0.537037_0.920000,2.2767937291
23.101083_0.560976_0.894737,2.2823155941
30.205804_0.710843_0.797619,1.8261854218
20.637827_0.704545_0.965517,2.5626747418
22.426351_0.704545_0.965517,2.5307205126
22.192672_0.556122_0.732394,1.6174879794
19.905645_0.500000_0.857143,1.9254604728
26.415177_0.649351_0.890244,2.4060266241
25.944132_0.604167_0.962963,2.6855832632
26.608583_0.532258_0.802817,1.7702840212
18.162552_0.432039_0.770492,1.6053304138
22.567217_0.543478_0.805556,1.692352933
25.726133_0.707792_0.858824,2.4060266241
30.665319_0.605263_0.925000,2.4542924905
21.783791_0.645833_0.939759,2.5307205126
34.707790_0.628319_0.513889,1.894747784
16.913563_0.470588_0.534483,1.5618560773
34.544342_0.717822_0.604938,1.8506884631
25.874453_0.692308_0.857143,2.4060266241
27.815102_0.652439_0.839506,1.8748276722
23.765304_0.636842_0.714286,1.6663010459
17.260461_0.574074_0.896104,2.2767937291
15.167514_0.598592_0.975309,2.4780258699
20.644298_0.362500_0.612245,1.4772145726
18.402162_0.494382_0.871429,1.9925390453
29.188814_0.716667_0.722892,1.7387291248
24.059793_0.540816_0.742857,1.6663010459
30.785752_0.675676_0.904762,2.6637914936
31.414442_0.635922_0.626667,1.7979222621
31.761408_0.551402_0.632353,1.7882284422
26.803185_0.702830_0.556962,1.764637632
31.452927_0.557692_0.935065,2.4542924905
24.626625_0.617021_0.736842,1.6663010459
28.656121_0.704225_0.918605,2.6637914936
19.889458_0.370536_0.716981,1.5001781972
25.788755_0.571429_0.868421,1.9412594839
23.063135_0.557143_0.652174,1.5958517192
34.638112_0.716216_0.883721,2.1374040817
20.081564_0.621212_0.680000,1.5958517192
19.586693_0.381579_0.679245,1.5002575719
31.928937_0.720000_0.872093,2.1374040817
27.584851_0.632653_0.684211,1.7074823948
22.323239_0.616667_0.779221,1.692352933
20.115254_0.634146_0.850000,2.2095330958
18.495958_0.526316_0.562500,1.6165656374
21.178242_0.569149_0.767123,1.644015014
16.936776_0.529070_0.876712,1.9254968203
28.334781_0.616279_0.820513,1.7649246289
34.173972_0.650685_0.927711,2.1374040817
33.370939_0.625000_0.753247,1.7888316923
22.847637_0.661972_0.940476,2.5307205126
25.396427_0.625000_0.794872,1.8687133731
24.626628_0.681818_0.976744,2.6855832632
30.797678_0.736111_0.518519,1.894747784
34.506569_0.700000_0.731707,1.8211118163
19.965707_0.738095_0.977528,2.5626747418
29.730590_0.569307_0.690141,1.7375003258
30.925248_0.557143_0.652174,1.7715985325
24.599473_0.653846_0.746835,1.6663010459
34.233931_0.696203_0.845238,1.9195533107
30.940105_0.722222_0.525000,1.894747784
20.971401_0.539474_0.553846,1.6165656374
33.176702_0.545455_0.728571,1.7888316923
16.509422_0.511236_0.859155,1.9254968203
15.963417_0.609589_0.950617,2.4780258699
22.724952_0.551402_0.632353,1.6172145209
24.881453_0.535398_0.569231,1.6645908415
27.323452_0.573864_0.826667,1.8748276722
23.911207_0.708333_0.531646,1.764637632
17.610219_0.481818_0.645161,1.5065491706
21.863478_0.617347_0.693333,1.5958517192
17.557051_0.540541_0.590909,1.5722315545
34.962217_0.672414_0.777778,1.8211118163
31.450820_0.658228_0.865854,1.9662234038
24.185750_0.542373_0.500000,1.7237862534
28.484269_0.584337_0.870130,2.113128409
33.161655_0.632075_0.594595,1.8281911542
21.243654_0.637363_0.756410,1.692352933
19.196568_0.565789_0.948718,2.4233361595
25.028916_0.610390_0.912500,2.3902172869
31.704895_0.685185_0.831325,1.9662234038
34.661585_0.686567_0.965116,2.3529720319
17.246545_0.533333_0.833333,1.8515601248
24.289773_0.647059_0.976190,2.6855832632
33.214851_0.686047_0.780488,1.8074382394
29.972113_0.629870_0.901235,2.3321213236
30.396587_0.547170_0.647059,1.7713652582
32.421071_0.720000_0.872093,2.1374040817
27.251758_0.621212_0.680000,1.7074823948
32.900482_0.717647_0.773810,1.8074382394
15.277661_0.506098_0.931507,2.265951036
20.349508_0.625000_0.951220,2.5626747418
34.887595_0.705607_0.544304,1.894747784
29.579939_0.725806_0.686747,1.7713652582
34.953318_0.782258_0.967033,2.8122664713
32.324123_0.664474_0.891566,2.1374040817
23.064733_0.552885_0.666667,1.5958517192
19.338957_0.625000_0.835443,1.8123633428
33.902292_0.640000_0.914634,2.1374040817
33.649402_0.637931_0.797468,1.847078265
25.612130_0.576471_0.855263,1.9412594839
29.473341_0.724771_0.512500,1.8564949073
